location_key,city,state_abbreviation,state_fips,zip_code,ruca_code,ruca_description,country
8109,Stilwell,OK,40,74960,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8110,Coweta,OK,40,74429,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8111,West Salem,OH,39,44287,6.0,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",US
8112,Greenville,RI,44,02828,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8113,Cleveland,OH,39,44135,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8114,Anchorage,AK,02,99503,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8115,Ketchum,ID,16,83340,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8116,Pratt,KS,20,67124,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8117,Columbus,OH,39,43230,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8118,Westland,MI,26,48185,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8119,Springfield,OH,39,45504,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8120,Ozone Park,NY,36,11416,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8121,Aventura,FL,12,33160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8122,Pittsburgh,PA,42,15220,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8123,Athol,MA,25,01331,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8124,Tumwater,WA,53,98501,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8125,Shelby Twp,MI,26,48315,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8126,Homestead,PA,42,15120,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8127,Glen Ridge,NJ,34,07028,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8128,Ponce,PR,72,00780,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8129,Canistota,SD,46,57012,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8130,Erie,PA,42,16508,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8131,Huber Heights,OH,39,45424,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8132,Lincoln City,OR,41,97367,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8133,Andalusia,AL,01,36420,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8134,Las Vegas,NV,32,89129,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8135,Auburn,WA,53,98002,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8136,Porter Ranch,CA,06,91326,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8137,Coventry,RI,44,02816,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8138,Mc Connellsburg,PA,42,17233,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
8139,Chicago,IL,17,60630,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8140,Bloomingdale,GA,13,31302,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8141,Betnel-Park,PA,42,15102,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8142,Indianapolis,IN,18,43202,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8143,Hew Hyde Park,NY,36,11040,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8144,Fairfield Township,OH,39,45011,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8145,Atlanta,GA,13,30345,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8146,Pittsville,MD,24,21850,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8147,Clayton,IN,18,46118,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8148,Plymouth,MN,27,55442,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8149,Seattle,WA,53,98121,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8150,Harvard,MA,25,01451,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8151,Mercer Island,WA,53,98040,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8152,Tresckow,PA,42,18254,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8153,Anchorage,AK,02,99501,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8154,Kosciusko,MS,28,39090,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8155,Sparks,NV,32,89436,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8156,Belcamp,MD,24,21017,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
8157,Halifax,PA,42,17032,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8158,Dallas,NC,37,28034,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8159,Spearfish,SD,46,57783,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8160,Santa Rosa,CA,06,95409,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8161,Cadiz,OH,39,43907,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8162,Wyoming,PA,42,18644,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8163,Hudson,IA,19,50643,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8164,Elizabeth,NJ,34,07201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8165,Cokato,MN,27,55321,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8166,Wichita,KS,20,67215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8167,Petaluma,CA,06,94954,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8168,Dallas,TX,48,75225,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8169,Basking Ridge,NJ,34,07920,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8170,Jacksonville,AR,05,72076,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8171,Weymouth,MA,25,02189,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8172,Hawkinsville,GA,13,31036,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8173,Sun Valley,CA,06,91352,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8174,Chicora,PA,42,16025,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
8175,Camp Verde,AZ,04,86322,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8176,Miami,FL,12,33174,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8177,Monroe City,IN,18,47557,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
8178,Atkins,AR,05,72823,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
8179,Vinton,TX,48,79821,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8180,Phoenix,AZ,04,85031,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8181,York,ME,23,03909,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8182,Mather,CA,06,95655,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8183,Clinton,MA,25,01510,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8184,Brentwood,NY,36,11717,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8185,Mangum,OK,40,73554,7.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
8186,Saint Paul,MN,27,55103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8187,St Petersburg,FL,12,33707,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8188,Midwest City,OK,40,73130,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8189,Gravette,AR,05,72736,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8190,Towanda,PA,42,18848,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
8191,Cocoa,FL,12,32922,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8192,Brewster,WA,53,98812,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
8193,West Yarmouth,MA,25,02673,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8194,Murfreesboro,TN,47,37133,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
8195,Rosebud,SD,46,57570,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8196,Sandy Springs,GA,13,30342,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8197,Arecibo,PR,72,00612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8198,High Point,NC,37,27265,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8199,Muncy,PA,42,17756,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
8200,Cabot,AR,05,72023,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8201,Oakland,ME,23,04963,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8202,Springfield,VA,51,22152,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8203,Ponca City,OK,40,74601,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8204,Stonington,CT,09,06378,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8205,Islip,NY,36,11751,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8206,Tampa,FL,12,33635,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8207,Shavertown,PA,42,18708,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8208,South Boston,MA,25,02127,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8209,Weymouth,MA,25,02188,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8210,Englewood,OH,39,45415,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8211,Murphy,NC,37,28906,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
8212,South Williamsport,PA,42,17702,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8213,Washington,IN,18,47501,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
8214,De Witt,AR,05,72042,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8215,San Tan Valley,AZ,04,85140,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8216,Mount Airy,NC,37,27030,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8217,Farrell,PA,42,16121,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8218,Dallas,TX,48,75206,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8219,North Wales,PA,42,19459,,,US
8220,Philadelphia,PA,42,19103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8221,Boca Raton,FL,12,33496,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8222,Stedman,NC,37,28391,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8223,Bridgeport,TX,48,76426,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8224,Tinton Falls,NJ,34,07753,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8225,Greeley,CO,08,80631,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8226,Cushing,OK,40,74023,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8227,Watertown,WI,55,53094,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8228,Olivet,MI,26,49076,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
8229,Johnson City,TX,48,78636,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
8230,Cincinnati,OH,39,45208,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8231,Galena Park,TX,48,77547,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8232,Dunn Loring,VA,51,22027,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8233,Beloit,KS,20,67420,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8234,Centralia,IL,17,62801,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8235,Palos Verdes Estates,CA,06,90274,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8236,Park Ridge,NJ,34,07656,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8237,Huntsville,AL,01,25801,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8238,Grosse Pointe Farms,MI,26,48236,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8239,Shaverton,PA,42,18708,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8240,Santurce,PR,72,00915,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8241,Marstons Mills,MA,25,02648,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8242,Waco,TX,48,76705,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8243,North Chesterfield,VA,51,23236,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8244,Tinton Falls,NJ,34,07701,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8245,San Juan,PR,72,00919,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8246,Floydada,TX,48,79235,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8247,Temple City,CA,06,91780,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8248,Dallas,TX,48,75247,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8249,Dunbar,WV,54,25064,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8250,Rochester,NY,36,14526,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8251,Eugene,OR,41,97404,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8252,Mount Prospect,IL,17,60056,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8253,Mantua,OH,39,44255,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8254,Dallas,TX,48,75216,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8255,Greentown,PA,42,18426,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
8256,Booneville,MS,28,38829,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8257,Winston-Salem,NC,37,27157,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8258,Queen Creek,AZ,04,85140,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8259,Palm Harbor,FL,12,34685,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8260,Surfside,CA,06,90743,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8261,Fpo,AE,9B,09636,,,US
8262,New York,NY,36,11373,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8263,Thomaston,CT,09,06787,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8264,Edina,MO,29,63537,10.2,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",US
8265,New Rochelle,NY,36,10804,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8266,Bridgeport,CT,09,06604,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8267,W Hempstead,NY,36,11552,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8268,Flintstone,GA,13,30725,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8269,Alpine,TN,47,38543,8.0,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",US
8270,Rome,GA,13,30161,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8271,Makawao,HI,15,96768,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8272,Imperial,PA,42,15126,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8273,Las Vegas,NV,32,89191,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8274,Scott Depot,WV,54,25560,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8275,Wayne,MI,26,48184,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8276,Naples,FL,12,34101,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8277,Palm Desert,CA,06,92211,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8278,Copperhill,TN,47,37317,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
8279,Whitehouse Station,NJ,34,08889,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8280,Soquel,CA,06,95073,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8281,Ft Myers,FL,12,33907,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8282,Lakewood,CO,08,80215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8283,Novi,MI,26,48374,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8284,Wichita,KS,20,67223,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8285,Cannon Falls,MN,27,55009,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
8286,Dunmore,PA,42,18512,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8287,Gordonsville,TN,47,38563,3.0,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",US
8288,Centralia,MO,29,65240,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
8289,Virginia Beach,VA,51,23453,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8290,York,NE,31,68467,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8291,Carroll,IA,19,51401,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8292,Santa Clarita,CA,06,91350,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8293,Falls Church,VA,51,22041,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8294,Cross Lanes,WV,54,25313,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8295,Austin,TX,48,78712,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8296,Endwell,NY,36,13760,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8297,Chicago,IL,17,60707,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8298,Fort Lauderdale,FL,12,33334,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8299,Washington,DC,11,20017,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8300,Irvine,CA,06,92617,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8301,Peoria,IL,17,61605,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8302,North Las Vegas,NV,32,89084,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8303,Aspen Hill,MD,24,20906,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8304,Presque Isle,ME,23,04769,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8305,Front Royal,VA,51,22630,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8306,Omaha,NE,31,68112,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8307,Bradenton,FL,12,34207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8308,Barnesville,GA,13,30204,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8309,Georgetown,DE,10,19947,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8310,Texas City,TX,48,77591,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8311,Valley City,ND,38,58072,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8312,Luverne,MN,27,56156,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8313,Quarryville,PA,42,17566,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8314,Washington,DC,11,20015,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8315,Los Angeles,CA,06,90046,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8316,Berkeley,CA,06,94704,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8317,Wilmington,NC,37,28411,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8318,Lodi,OH,39,44254,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8319,Scotts Valley,CA,06,95066,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8320,Oklahoma City,OK,40,73118,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8321,Mondovi,WI,55,54755,10.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
8322,N Kansas City,MO,29,64116,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8323,Sausalito,CA,06,94965,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
8324,Yonkers,NY,36,10705,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8325,Plant City,FL,12,33566,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8326,Fargo,ND,38,58107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8327,Wabash,IN,18,46992,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8328,Dunkirk,IN,18,47336,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8329,Spencer,IN,18,47460,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8330,Claxton,GA,13,30417,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
8331,Sullivan,IL,17,61951,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8332,Saraland,AL,01,36571,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8333,Trinity,TX,48,75862,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
8334,Pisgah,AL,01,35765,6.0,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",US
8335,North Grafton,MA,25,01536,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8336,Waretown,NJ,34,08758,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8337,Heathrow,FL,12,32746,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8338,Chattahoochee,FL,12,32324,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8339,Monsey,NY,36,10952,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8340,Mapleton,UT,49,84664,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8341,Belpre,OH,39,45714,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8342,Haynesville,LA,22,71038,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
8343,Mandeville,LA,22,70471,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8344,Madison,NC,37,27025,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
8345,Fairport,NY,36,14450,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8346,E Stroudsburg,PA,42,18301,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8347,Winder,GA,13,30680,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8348,Finksburg,MD,24,21048,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8349,Charlottesville,IN,18,46117,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8350,Edinburg,TX,48,78542,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8351,Houston,TX,48,77021,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8352,Spring,TX,48,77373,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8353,Westampton,NJ,34,08060,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8354,Tallassee,AL,01,36078,7.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US
8355,Cedartown,GA,13,30125,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8356,Montgomery,TX,48,77356,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8357,Tampa,FL,12,33605,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
8358,Crystal River,FL,12,34428,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
8359,Kaneohe,HI,15,96744,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
8360,New Ulm,MN,27,56073,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
8361,Onaga,KS,20,66521,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
